timestamp,open,high,low,close,volume
1767277500,1.1899521045,1.1932839703,1.1875722002,1.1909040661,1173
1767277800,1.1911420566,1.1949537111,1.1887597724,1.1925714270,1174
1767278100,1.1923331986,1.1947178650,1.1885177324,1.1909023988,1175
1767278400,1.1935255318,1.1959125829,1.1901836603,1.1925707114,1176
1767278700,1.1947190573,1.1971084955,1.1918517316,1.1942411697,1177
1767279000,1.1959137764,1.1983056040,1.1935219489,1.1959137764,1178
1767279300,1.1971096902,1.1999827534,1.1947154708,1.1975885341,1179
1767279600,1.1983067999,1.2016620589,1.1959101863,1.1992654453,1180
1767279900,1.1995051067,1.2033435230,1.1971060965,1.2009445128,1181
1767280200,1.2007046118,1.2031060210,1.1968623570,1.1992637662,1182
1767280500,1.2019053164,1.2043091270,1.1985399815,1.2009437921,1183
1767280800,1.2031072217,1.2055134361,1.2002197644,1.2026259788,1184
1767281100,1.2043103289,1.2067189496,1.2019017083,1.2043103289,1185
1767281400,1.2055146393,1.2084078744,1.2031036100,1.2059968451,1186
1767281700,1.2067201539,1.2100989703,1.2043067136,1.2076855300,1187
1767282000,1.2079268740,1.2117922400,1.2055110203,1.2093763863,1188
1767282300,1.2091348009,1.2115530705,1.2052655696,1.2076838392,1189
1767282600,1.2103439357,1.2127646236,1.2069549727,1.2093756606,1190
1767282900,1.2115542797,1.2139773882,1.2086465494,1.2110696579,1191
1767283200,1.2127658339,1.2151913656,1.2103403023,1.2127658339,1192
1767283500,1.2139785998,1.2168921484,1.2115506426,1.2144641912,1193
1767283800,1.2151925784,1.2185951176,1.2127621932,1.2161647324,1194
1767284100,1.2164077710,1.2203002758,1.2139749554,1.2178674603,1195
1767284400,1.2176241787,1.2200594271,1.2137277814,1.2161630297,1196
1767284700,1.2188418029,1.2212794865,1.2154290459,1.2178667295,1197
1767285000,1.2200606447,1.2225007660,1.2171324992,1.2195726204,1198
1767285300,1.2212807053,1.2237232668,1.2188381439,1.2212807053,1199
1767285600,1.2225019861,1.2254359908,1.2200569821,1.2229909868,1200
1767285900,1.2237244880,1.2271509166,1.2212770391,1.2247034676,1201
1767286200,1.2249482125,1.2288680468,1.2224983161,1.2264181504,1202
1767286500,1.2261731607,1.2286255071,1.2222494066,1.2247017529,1203
1767286800,1.2273993339,1.2298541326,1.2239626158,1.2264174144,1204
1767287100,1.2286267332,1.2310839867,1.2256780291,1.2281352825,1205
1767287400,1.2298553600,1.2323150707,1.2273956492,1.2298553600,1206
1767287700,1.2310852153,1.2340398198,1.2286230449,1.2315776494,1207
1767288000,1.2323163005,1.2357667862,1.2298516679,1.2333021536,1208
1767288300,1.2335486168,1.2374959724,1.2310815196,1.2350288752,1209
1767288600,1.2337953266,1.2362629172,1.2298471815,1.2323147722,1210
1767288900,1.2340420856,1.2365101698,1.2305867678,1.2330548520,1211
1767289200,1.2342888941,1.2367574718,1.2313266007,1.2337951785,1212
1767289500,1.2345357518,1.2370048233,1.2320666803,1.2345357518,1213
1767289800,1.2347826590,1.2377461374,1.2323130937,1.2352765720,1214
1767290100,1.2350296155,1.2384876984,1.2325595563,1.2360176392,1215
1767290400,1.2352766214,1.2392295066,1.2328060682,1.2367589534,1216
1767290700,1.2355236768,1.2379947241,1.2315700010,1.2340410483,1217
1767291000,1.2357707815,1.2382423231,1.2323106233,1.2347821649,1218
1767291300,1.2360179357,1.2384899715,1.2330514926,1.2355235285,1219
1767291600,1.2362651392,1.2387376695,1.2337926090,1.2362651392,1220
1767291900,1.2365123923,1.2394800220,1.2340393675,1.2370069972,1221
1767292200,1.2367596947,1.2402226219,1.2342861754,1.2377491025,1222
1767292500,1.2370070467,1.2409654692,1.2345330326,1.2384914551,1223
1767292800,1.2372544481,1.2397289570,1.2332952339,1.2357697428,1224
1767293100,1.2375018990,1.2399769028,1.2340368937,1.2365118975,1225
1767293400,1.2377493994,1.2402248982,1.2347788008,1.2372542996,1226
1767293700,1.2379969492,1.2404729431,1.2355209553,1.2379969492,1227
1767294000,1.2382445486,1.2412163355,1.2357680595,1.2387398465,1228
1767294300,1.2384921975,1.2419599757,1.2360152131,1.2394829913,1229
1767294600,1.2387398960,1.2427038636,1.2362624162,1.2402263839,1230
1767294900,1.2389876440,1.2414656192,1.2350228835,1.2375008588,1231
1767295200,1.2392354415,1.2417139124,1.2357655823,1.2382440531,1232
1767295500,1.2394832886,1.2419622552,1.2365085287,1.2389874953,1233
1767295800,1.2397311852,1.2422106476,1.2372517229,1.2397311852,1234
1767296100,1.2399791315,1.2429550814,1.2374991732,1.2404751231,1235
1767296400,1.2402271273,1.2436997633,1.2377466730,1.2412193090,1236
1767296700,1.2404751727,1.2444446933,1.2379942224,1.2419637429,1237
1767297000,1.2407232678,1.2432047143,1.2367529533,1.2392343998,1238
1767297300,1.2409714124,1.2434533552,1.2374966925,1.2399786353,1239
1767297600,1.2412196067,1.2437020459,1.2382406796,1.2407231189,1240
1767297900,1.2414678506,1.2439507863,1.2389849149,1.2414678506,1241
1767298200,1.2417161442,1.2446962629,1.2392327119,1.2422128306,1242
1767298500,1.2419644874,1.2454419880,1.2394805584,1.2429580590,1243
1767298800,1.2422128803,1.2461879615,1.2397284546,1.2437035358,1244
1767299100,1.2424613229,1.2449462455,1.2384854467,1.2409703693,1245
1767299400,1.2427098152,1.2451952348,1.2392302277,1.2417156473,1246
1767299700,1.2429583571,1.2454442738,1.2399752571,1.2424611738,1247
1767300000,1.2432069488,1.2456933627,1.2407205349,1.2432069488,1248
1767300300,1.2434555902,1.2464398836,1.2409686790,1.2439529724,1249
1767300600,1.2437042813,1.2471866533,1.2412168727,1.2446992447,1250
1767300900,1.2439530222,1.2479336718,1.2414651161,1.2454457658,1251
1767301200,1.2442018128,1.2466902164,1.2402203670,1.2427087706,1252
1767301500,1.2444506531,1.2469395544,1.2409661913,1.2434550926,1253
1767301800,1.2446995432,1.2471889423,1.2417122643,1.2442016634,1254
1767302100,1.2449484832,1.2474383801,1.2424585862,1.2449484832,1255
1767302400,1.2451974729,1.2481859468,1.2427070779,1.2456955518,1256
1767302700,1.2454465123,1.2489337626,1.2429556193,1.2464428696,1257
1767303000,1.2456956017,1.2496818276,1.2432042104,1.2471904364,1258
1767303300,1.2459447408,1.2484366303,1.2419577176,1.2444496071,1259
1767303600,1.2461939297,1.2486863176,1.2427045867,1.2451969746,1260
1767303900,1.2464431685,1.2489360548,1.2434517049,1.2459445912,1261
1767304200,1.2466924571,1.2491858421,1.2441990722,1.2466924571,1262
1767304500,1.2469417956,1.2499344559,1.2444479120,1.2474405723,1263
1767304800,1.2471911840,1.2506833193,1.2446968016,1.2481889369,1264
1767305100,1.2474406222,1.2514324322,1.2449457410,1.2489375510,1265
1767305400,1.2476901104,1.2501854906,1.2436975020,1.2461928822,1266
1767305700,1.2479396484,1.2504355277,1.2444454174,1.2469412967,1267
1767306000,1.2481892363,1.2506856148,1.2451935821,1.2476899606,1268
1767306300,1.2484388741,1.2509357519,1.2459419964,1.2484388741,1269
1767306600,1.2486885619,1.2516854145,1.2461911848,1.2491880373,1270
1767306900,1.2489382996,1.2524353269,1.2464404230,1.2499374503,1271
1767307200,1.2491880873,1.2531854892,1.2466897111,1.2506871130,1272
1767307500,1.2494379249,1.2519368008,1.2454397236,1.2479385994,1273
1767307800,1.2496878125,1.2521871881,1.2461886866,1.2486880622,1274
1767308100,1.2499377501,1.2524376256,1.2469378995,1.2494377750,1275
1767308400,1.2501877376,1.2526881131,1.2476873621,1.2501877376,1276
1767308700,1.2504377752,1.2534388258,1.2479368996,1.2509379503,1277
1767309000,1.2506878627,1.2541897887,1.2481864870,1.2516884130,1278
1767309300,1.2509380003,1.2549410019,1.2484361243,1.2524391259,1279
1767309600,1.2511881879,1.2536905643,1.2471843857,1.2496867621,1280
1767309900,1.2514384255,1.2539413024,1.2479343979,1.2504372748,1281
1767310200,1.2516887132,1.2541920906,1.2486846603,1.2511880377,1282
1767310500,1.2519390510,1.2544429291,1.2494351729,1.2519390510,1283
1767310800,1.2521894388,1.2551946934,1.2496850599,1.2526903145,1284
1767311100,1.2524398767,1.2559467083,1.2499349969,1.2534418286,1285
1767311400,1.2526903646,1.2566989738,1.2501849839,1.2541935931,1286
1767311700,1.2529409027,1.2554467845,1.2489314918,1.2514373736,1287
1767312000,1.2531914909,1.2556978739,1.2496825547,1.2521889377,1288
1767312300,1.2534421292,1.2559490134,1.2504338681,1.2529407523,1289
1767312600,1.2536928176,1.2562002032,1.2511854320,1.2536928176,1290
1767312900,1.2539435562,1.2569530207,1.2514356691,1.2544451336,1291
1767313200,1.2541943449,1.2577060890,1.2516859562,1.2551977004,1292
1767313500,1.2544451837,1.2584594083,1.2519362934,1.2559505180,1293
1767313800,1.2546960728,1.2572054649,1.2506810454,1.2531904375,1294
1767314100,1.2549470120,1.2574569060,1.2514331604,1.2539430544,1295
1767314400,1.2551980014,1.2577083974,1.2521855262,1.2546959222,1296
1767314700,1.2554490410,1.2579599391,1.2529381429,1.2554490410,1297
1767315000,1.2557001308,1.2587138111,1.2531887305,1.2562024109,1298
1767315300,1.2559512708,1.2594679344,1.2534393683,1.2569560319,1299
1767315600,1.2562024611,1.2602223090,1.2536900562,1.2577099040,1300
1767315900,1.2564537016,1.2589666090,1.2524330497,1.2549459571,1301
1767316200,1.2567049923,1.2592184023,1.2531862183,1.2556996283,1302
1767316500,1.2569563333,1.2594702460,1.2539396381,1.2564535508,1303
1767316800,1.2572077246,1.2597221400,1.2546933091,1.2572077246,1304
1767317100,1.2574591661,1.2604770681,1.2549442478,1.2579621498,1305
1767317400,1.2577106580,1.2612322478,1.2551952366,1.2587168265,1306
1767317700,1.2579622001,1.2619876791,1.2554462757,1.2594717547,1307
1767318000,1.2582137925,1.2607302201,1.2541875084,1.2567039360,1308
1767318300,1.2584654353,1.2609823662,1.2549417321,1.2574586629,1309
1767318600,1.2587171284,1.2612345626,1.2556962073,1.2582136415,1310
1767318900,1.2589688718,1.2614868096,1.2564509341,1.2589688718,1311
1767319200,1.2592206656,1.2622427952,1.2567022243,1.2597243538,1312
1767319500,1.2594725097,1.2629990327,1.2569535647,1.2604800877,1313
1767319800,1.2597244042,1.2637555223,1.2572049554,1.2612360735,1314
1767320100,1.2599763491,1.2624963018,1.2559444248,1.2584643775,1315
1767320400,1.2602283444,1.2627488011,1.2566997050,1.2592201617,1316
1767320700,1.2604803900,1.2630013508,1.2574552371,1.2599761979,1317
1767321000,1.2607324861,1.2632539511,1.2582110211,1.2607324861,1318
1767321300,1.2609846326,1.2640109957,1.2584626633,1.2614890265,1319
1767321600,1.2612368295,1.2647682927,1.2587143559,1.2622458190,1320
1767321900,1.2614890769,1.2655258420,1.2589660988,1.2630028638,1321
1767322200,1.2617413747,1.2642648575,1.2577038023,1.2602272851,1322
1767322500,1.2619937230,1.2645177104,1.2584601406,1.2609841280,1323
1767322800,1.2622461217,1.2647706140,1.2592167310,1.2617412233,1324
1767323100,1.2624985710,1.2650235681,1.2599735738,1.2624985710,1325
1767323400,1.2627510707,1.2657816732,1.2602255685,1.2632561711,1326
1767323700,1.2630036209,1.2665400310,1.2604776137,1.2640140238,1327
1767324000,1.2632562216,1.2672986415,1.2607297092,1.2647721291,1328
1767324300,1.2635088729,1.2660358906,1.2594656445,1.2619926622,1329
1767324600,1.2637615746,1.2662890978,1.2602230422,1.2627505654,1330
1767324900,1.2640143270,1.2665423556,1.2609806926,1.2635087212,1331
1767325200,1.2642671298,1.2667956641,1.2617385956,1.2642671298,1332
1767325500,1.2645199832,1.2675548312,1.2619909433,1.2650257912,1333
1767325800,1.2647728872,1.2683142513,1.2622433415,1.2657847055,1334
1767326100,1.2650258418,1.2690739245,1.2624957901,1.2665438728,1335
1767326400,1.2652788470,1.2678094047,1.2612299547,1.2637605124,1336
1767326700,1.2655319028,1.2680629666,1.2619884134,1.2645194772,1337
1767327000,1.2657850091,1.2683165792,1.2627471251,1.2652786951,1338
1767327300,1.2660381661,1.2685702425,1.2635060898,1.2660381661,1339
1767327600,1.2662913738,1.2693304731,1.2637587910,1.2667978903,1340
1767327900,1.2665446320,1.2700909570,1.2640115428,1.2675578677,1341
1767328200,1.2667979410,1.2708516944,1.2642643451,1.2683180985,1342
1767328500,1.2670513006,1.2695854032,1.2629967364,1.2655308390,1343
1767328800,1.2673047108,1.2698393202,1.2637562576,1.2662908670,1344
1767329100,1.2675581718,1.2700932881,1.2645160321,1.2670511485,1345
1767329400,1.2678116834,1.2703473068,1.2652760600,1.2678116834,1346
1767329700,1.2680652457,1.2711086023,1.2655291152,1.2685724718,1347
1767330000,1.2683188588,1.2718701516,1.2657822211,1.2693335139,1348
1767330300,1.2685725226,1.2726319546,1.2660353775,1.2700948096,1349
1767330600,1.2688262371,1.2713638895,1.2647659931,1.2673036456,1350
1767330900,1.2690800023,1.2716181623,1.2655265783,1.2680647383,1351
1767331200,1.2693338183,1.2718724859,1.2662874171,1.2688260848,1352
1767331500,1.2695876851,1.2721268604,1.2670485097,1.2695876851,1353
1767331800,1.2698416026,1.2728892225,1.2673019194,1.2703495392,1354
1767332100,1.2700955709,1.2736518385,1.2675553798,1.2711116474,1355
1767332400,1.2703495900,1.2744147087,1.2678088909,1.2718740095,1356
1767332700,1.2706036600,1.2731448673,1.2665377282,1.2690789356,1357
1767333000,1.2708577807,1.2733994963,1.2672993789,1.2698410945,1358
1767333300,1.2711119522,1.2736541762,1.2680612836,1.2706035075,1359
1767333600,1.2713661746,1.2739089070,1.2688234423,1.2713661746,1360
1767333900,1.2716204479,1.2746723369,1.2690772070,1.2721290961,1361
1767334200,1.2718747720,1.2754360213,1.2693310224,1.2728922718,1362
1767334500,1.2721291469,1.2761999602,1.2695848886,1.2736557019,1363
1767334800,1.2723835727,1.2749283399,1.2683119453,1.2708567125,1364
1767335100,1.2726380495,1.2751833256,1.2690746629,1.2716199390,1365
1767335400,1.2728925771,1.2754383622,1.2698376349,1.2723834200,1366
1767335700,1.2731471556,1.2756934499,1.2706008613,1.2731471556,1367
1767336000,1.2734017850,1.2764579493,1.2708549814,1.2739111457,1368
1767336300,1.2736564654,1.2772227035,1.2711091524,1.2746753905,1369
1767336600,1.2739111967,1.2779877125,1.2713633743,1.2754398901,1370
1767336900,1.2741659789,1.2767143109,1.2700886478,1.2726369797,1371
1767337200,1.2744208121,1.2769696537,1.2708524338,1.2734012755,1372
1767337500,1.2746756963,1.2772250477,1.2716164746,1.2741658260,1373
1767337800,1.2749306314,1.2774804927,1.2723807701,1.2749306314,1374
1767338100,1.2751856175,1.2782460630,1.2726352463,1.2756956918,1375
1767338400,1.2754406547,1.2790118885,1.2728897733,1.2764610072,1376
1767338700,1.2756957428,1.2797779692,1.2731443513,1.2772265777,1377
1767339000,1.2759508819,1.2785027837,1.2718678391,1.2744197409,1378
1767339300,1.2762060721,1.2787584843,1.2726326951,1.2751851073,1379
1767339600,1.2764613133,1.2790142359,1.2733978062,1.2759507288,1380
1767339900,1.2767166056,1.2792700388,1.2741631724,1.2767166056,1381
1767340200,1.2769719489,1.2800366816,1.2744180050,1.2774827377,1382
1767340500,1.2772273433,1.2808035799,1.2746728886,1.2782491252,1383
1767340800,1.2774827888,1.2815707337,1.2749278232,1.2790157681,1384
1767341100,1.2777382853,1.2802937619,1.2736495228,1.2762049994,1385
1767341400,1.2779938330,1.2805498206,1.2744154502,1.2769714379,1386
1767341700,1.2782494317,1.2808059306,1.2751816331,1.2777381320,1387
